,ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,SEVERITY_CODE,BLEACHING_SEVERITY,SOURCE,COUNTRY_CODE
3379,1901,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cape Capricorn,-23.49167,151.23333,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3380,1545,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cape Cleveland,-19.18,147.01667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3381,976,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cape Cleveland,-19.18,147.01667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3196,2004,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Anchorsmith Is,-20.61667,149.06667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3194,896,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Alexandra Rf,-16.54751,145.49748,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3193,1465,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Alexandra Rf,-16.54751,145.49748,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3188,925,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Adelaide Rf,-17.65686,146.46512,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3316,1551,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bowden Rf,-19.0379,147.93392,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3317,982,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bowden Rf,-19.0379,147.93392,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3315,1750,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bowden Is,-18.05,146.208,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3294,1065,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Border Is, north",-20.1581,149.03381,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3346,1758,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Brook Is, North Is, north side",-18.15019,146.2894,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3181,1787,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Acheron Is, north",-18.96535,146.62979,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3385,1579,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Cape Upstart, middle",-19.72847,147.75807,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3386,1546,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Cape Upstart, unnamed bay on NE side",-19.725,147.8333,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3387,977,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Cape Upstart, unnamed bay on NE side",-19.725,147.8333,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3127,2091,Australia,Australia and Papua New Guinea,Papua New Guinea,Kimbe Bay,-5.2,150.516666666667,8.0,1990s,2,1,ReefBase,PNG
3205,1473,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Arlington Rf, SW side",-16.70117,146.05092,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3187,1494,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Adelaide Rf,-17.65686,146.46512,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3184,1788,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Acheron Is, south",-18.96535,146.62979,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3314,1260,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bowden Is,-18.05,146.208,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3298,620,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Border Island,-20.1667,149.0167,4.0,1990s,1,1,"Berkelmans, R. and Oliver, J.K. 1999. Large-scale bleaching of corals on the Great Barrier Reef. Coral Reefs. 18:55-60",AUS_GBR
3297,1066,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Border Is, SW side",-20.17361,149.02999,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3296,1635,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Border Is, SW side",-20.17361,149.02999,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3295,1634,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Border Is, north",-20.1581,149.03381,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3350,1756,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Brook Is, South Is",-18.15019,146.2894,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3312,1097,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Boulton Rf,-20.47257,150.28918,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3311,1666,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Boulton Rf,-20.47257,150.28918,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3351,1759,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Brook Is, Tween Is",-18.15019,146.2894,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3309,1723,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Boult Rf,-23.75986,152.27025,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3308,1233,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Boult Rf,-23.75986,152.27025,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3305,862,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Boulder Rf,-15.41422,145.43037,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3289,890,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Black Rock,-16.24667,145.485,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3352,1269,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Brook Is, Tween Is",-18.15019,146.2894,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3304,1431,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Boulder Rf,-15.41422,145.43037,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3292,1202,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Blu Lion Rf,-21.8253,152.63014,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3182,829,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Acheron Is, north",-18.96535,146.62979,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4522,1793,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Paluma Shoals,-19.09961,146.56006,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3349,1266,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Brook Is, South Is",-18.15019,146.2894,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3319,959,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bowl Rf,-18.50952,147.53939,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3340,616,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Britomart Reef,-18.2333,146.7667,4.0,1990s,2,1,"Berkelmans, R. and Oliver, J.K. 1999. Large-scale bleaching of corals on the Great Barrier Reef. Coral Reefs. 18:55-60",AUS_GBR
3343,1760,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Brook Is, Middle Is",-18.15019,146.2894,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3344,1270,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Brook Is, Middle Is",-18.15019,146.2894,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3335,1476,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Briggs Rf, SE side",-16.93996,146.20693,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3334,907,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Briggs Rf, SE side",-16.93996,146.20693,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3333,908,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Briggs Rf, NW side",-16.93996,146.20693,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3332,1477,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Briggs Rf, NW side",-16.93996,146.20693,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3102,321,Australia,Australia and Papua New Guinea,Australia,Tantabiddi,-21.8546,113.9551,,1990s,1,1,Reef Check Data 2089,AUS
3291,1347,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Blu Lion Rf,-21.8253,152.63014,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3183,830,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Acheron Is, south",-18.96535,146.62979,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3113,156,Australia,Australia and Papua New Guinea,Papua New Guinea,"Island of New Britain, nr Bismarck Sea ",-5.1503,150.5733,8.0,1990s,1,1,NOAA database,PNG
3162,49,Australia,Australia and Papua New Guinea,Papua New Guinea,Papua New Guinea,-9.7357,147.3975,5.0,1990s,1,1,NOAA database,PNG
3202,1962,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Aplin Islet,-11.18201,143.02914,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3227,1404,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bamborough Is,-21.9278,150.10217,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3229,1293,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Barber Is,-18.775,146.666,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4493,1281,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Orpheus Is, NE Reef",-18.59484,146.49729,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4526,2122,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pandora Reef                   ,-11.425,144.008333333333,,1990s,3,1,ReefBase,AUS_GBR
3228,1783,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Barber Is,-18.775,146.666,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4528,1773,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pandora Rf,-18.81399,146.43205,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4512,1873,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Otterbourne Is,-22.03333,150.3,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3111,200,Australia,Australia and Papua New Guinea,Papua New Guinea,Cape Vogel,-9.7509,150.0109,2.0,1990s,1,1,"Wilkinson, Clive",PNG
3407,1562,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Charity Rf,-19.36866,148.33633,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
4529,1283,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pandora Rf,-18.81399,146.43205,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4511,1508,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Otter Rf,-18.05293,146.5574,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4510,939,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Otter Rf,-18.05293,146.5574,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4509,632,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Otter Reef,-18.0833,146.5667,4.0,1990s,3,1,"Berkelmans, R. and Oliver, J.K. 1999. Large-scale bleaching of corals on the Great Barrier Reef. Coral Reefs. 18:55-60",AUS_GBR
4492,1771,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Orpheus Is, NE Reef",-18.59484,146.49729,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4491,1769,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Orpheus Is, Hazard Bay",-18.63545,146.49386,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3165,415,Australia,Australia and Papua New Guinea,Papua New Guinea,Reefs to north of Normanby Islands,-9.924,151.0555,3.0,1990s,0,0,"Wilkinson, Clive. http://coral.aoml.noaa.gov/bulls/clive-bleaching.html",PNG
3396,984,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Caster Rf,-19.02295,148.32394,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4501,2294,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Orpheus Island Reef A ( Reef 18049A ),-18.6083333333333,146.483333333333,,1990s,3,1,ReefBase,AUS_GBR
3150,98,Australia,Australia and Papua New Guinea,Papua New Guinea,NE of Kimbe Bay. Island of New Britain (PNG),-4.9025,151.062,8.0,1990s,2,1,Coral Listserver,PNG
4497,1282,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Orpheus Is, SE side",-18.64081,146.50495,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4498,410,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Orpheus Island,-18.6587,146.4852,2.0,1990s,3,1,"Wilkinson, Clive. http://coral.aoml.noaa.gov/bulls/clive-bleaching.html",AUS_GBR
4495,1770,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Orpheus Is, Pioneer Bay",-18.60361,146.48639,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3156,1841,Australia,Australia and Papua New Guinea,Papua New Guinea,Normanby ( Duau ),-10.1166666666667,151.133333333333,3.0,1990s,3,1,ReefBase,PNG
3157,199,Australia,Australia and Papua New Guinea,Papua New Guinea,Normanby Island,-10.1768,151.1928,2.0,1990s,1,1,"Wilkinson, Clive",PNG
4496,1772,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Orpheus Is, SE side",-18.64081,146.50495,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3167,201,Australia,Australia and Papua New Guinea,Papua New Guinea,Tufi,-9.1352,149.3407,2.0,1990s,1,1,"Wilkinson, Clive",PNG
3164,416,Australia,Australia and Papua New Guinea,Papua New Guinea,Reefs to north of Fergusson Islands,-9.2056,150.5861,3.0,1990s,0,0,"Wilkinson, Clive. http://coral.aoml.noaa.gov/bulls/clive-bleaching.html",PNG
4494,1280,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Orpheus Is, Pioneer Bay",-18.60361,146.48639,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
353,5966,Americas,Mesoamerica,Belize,HOL Chan Marine Reserve,17.89,-87.96,5.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,BLZ
5545,576,Pacific,Southeast and Central Pacific,New Zealand,Niue,-19.0333,-169.8667,,1990s,1,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,NZL
2164,583,Americas,U.S. Caribbean,Florida (USA),Key Largo Dry Rocks,25.1247,-80.308,5.0,1990s,2,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,USA_FLO
395,558,Americas,Mesoamerica,Belize,South Water reef,16.8,-88.08,10.0,1990s,1,1,Coral Listserver,BLZ
316,5978,Americas,Mesoamerica,Belize,Bread & Butter,16.77,-88.16,5.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,BLZ
5410,580,Pacific,Micronesia,Palau,Palau,7.752,134.5763,1.0,1990s,3,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,PLW
396,588,Americas,Mesoamerica,Belize,Southern Belize,16.2,-88.35,1.0,1990s,3,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,BLZ
3369,570,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cairns Area,-16.9397,145.7629,3.0,1990s,2,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
5429,6739,Pacific,Southeast and Central Pacific,Cook Islands,Rarotonga,-21.259606,-159.730311,11.0,1990s,-1,1,"Hoffmann, T.C. 2002. Coral reef health and effects of socio-economic factors in Fiji and Cook Islands. Marine Pollution Bulletin, Volume 44, Issue 11: 1281-1293 pp",COK
307,554,Americas,Mesoamerica,Belize,Ambergris Caye,18.0048,-87.8997,10.0,1990s,1,1,Coral Listserver,BLZ
5930,6741,Pacific,Southwest Pacific,Fiji,Vatulele,-18.484629,177.623234,10.0,1990s,-1,1,"Hoffmann, T.C. 2002. Coral reef health and effects of socio-economic factors in Fiji and Cook Islands.
Marine Pollution Bulletin, Volume 44, Issue 11: 1281-1293 pp",FJI
330,5971,Americas,Mesoamerica,Belize,Curlew,16.78,-88.08,5.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,BLZ
5426,6738,Pacific,Southeast and Central Pacific,Cook Islands,Aitutaki,-18.846408,-159.797221,11.0,1990s,-1,1,"Hoffmann, T.C. 2002. Coral reef health and effects of socio-economic factors in Fiji and Cook Islands. Marine Pollution Bulletin, Volume 44, Issue 11: 1281-1293",COK
5843,6740,Pacific,Southwest Pacific,Fiji,Ovalau,-17.692132,178.849042,9.0,1990s,-1,1,"Hoffmann, T.C. 2002. Coral reef health and effects of socio-economic factors in Fiji and Cook Islands.
Marine Pollution Bulletin, Volume 44, Issue 11: 1281-1293",FJI
400,5975,Americas,Mesoamerica,Belize,Tunicate Cove,16.66,-88.19,5.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,BLZ
398,555,Americas,Mesoamerica,Belize,Tobacco Caye,16.8833,-88.05,10.0,1990s,1,1,Coral Listserver,BLZ
397,5970,Americas,Mesoamerica,Belize,Tobacco,17.92,-87.94,5.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,BLZ
2461,2604,Asia,South Asia,India,"Tuticorin, Gulf of Mannar",8.75,78.216,5.0,1990s,-1,1,"K. Venkataraman, 1998. Status Survey of the Gulf of Mannar Coral Reefs following the 1998 Bleaching event, with implications for Reserve Management.  9 ICRS, Bali, Indonesia, Oct.,  2000
http://envfor.nic.in/icrmn/events/sr_gmcr.html",IND
56,3910,Africa,Eastern Africa,Mozambique,"Coral Garden (Ponta da Barra), Inhambane",-23.78,35.516,3.0,1990s,1,1,"Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",MOZ
1411,5965,Americas,Northern Caribbean,Bahamas,Storr's Reef,26.5775,-76.959,8.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,BHS
2109,568,Americas,U.S. Caribbean,Florida (USA),"Conch reef, Florida",24.79,-80.8897,5.0,1990s,2,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,USA_FLO
252,6510,Americas,Eastern Caribbean,Netherlands Antilles,EUX01: Barracuda Reef,17.468,-62.99166,12.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,ANT
3128,2613,Australia,Australia and Papua New Guinea,Papua New Guinea,Kimbe Bay,-5.235,151.023,5.0,1990s,2,1,"Srinivasan, M. 2000. Coral Bleaching And Climate Change.  In Munday P.L. (Ed.) The Status Of Coral Reefs In Papua New Guinea. Global Coral Reef Monitoring Network (GCRMN).",PNG
267,6495,Americas,Eastern Caribbean,Netherlands Antilles,SAB04: Hot Springs,17.62483,-63.2595,12.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,ANT
3129,2614,Australia,Australia and Papua New Guinea,Papua New Guinea,Kimbe Bay,-5.235,151.023,9.0,1990s,1,1,"Srinivasan, M. 2000. Coral Bleaching And Climate Change.  In Munday P.L. (Ed.) The Status Of Coral Reefs In Papua New Guinea. Global Coral Reef Monitoring Network (GCRMN).",PNG
1840,6641,Americas,Northern Caribbean,Turks and Caicos Islands,Turks Bank: TC10-E. of S. end of Grand Turk,21.4589,-71.11363,8.0,1990s,-1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,TCA
1839,6640,Americas,Northern Caribbean,Turks and Caicos Islands,Turks Bank: TC09-b/w Round and Gibbs Cay,21.43845,-71.11047,8.0,1990s,-1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,TCA
1837,6639,Americas,Northern Caribbean,Turks and Caicos Islands,Turks Bank: TC07-Black Forest,21.47923,-71.15352,8.0,1990s,-1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,TCA
1835,6635,Americas,Northern Caribbean,Turks and Caicos Islands,Turks Bank: TC05-N. of Salt Cay (anchor),21.37347,-71.2013,8.0,1990s,-1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,TCA
1331,5956,Americas,Northern Caribbean,Bahamas,"Elbow Cay, South (Inner)",26.52677,-76.95695,8.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,BHS
2259,585,Americas,U.S. Caribbean,Puerto Rico,E Puerto Rico,18.3,-65.6,5.0,1990s,1,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,PRI
1473,6020,Americas,Northern Caribbean,Cayman Islands,Little Cayman: Meadows (LC8),19.69183,-80.06883,6.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,CYM
1862,671,Americas,Southern Tropical America,Colombia,Colombia - Caribbean,10.1,-76.0,,1990s,1,1,GCRMN 2000. Chapter 18,COL
1838,6638,Americas,Northern Caribbean,Turks and Caicos Islands,Turks Bank: TC08-Chief Minister's House,21.44072,-71.1549,8.0,1990s,-1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,TCA
1475,6021,Americas,Northern Caribbean,Cayman Islands,Little Cayman: Nancy's Cup of Tea (LC9),19.69398,-80.06895,6.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,CYM
361,559,Americas,Mesoamerica,Belize,Long Caye,16.73,-87.77,10.0,1990s,1,1,Coral Listserver,BLZ
2080,6728,Americas,Southern Tropical America,Venezuela,Pelona de Rabusqui (PR),11.88223,-66.68903,10.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,VEN
1477,6023,Americas,Northern Caribbean,Cayman Islands,Little Cayman: Paul's Anchor (LC12),19.69435,-80.06969,6.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,CYM
258,6504,Americas,Eastern Caribbean,Netherlands Antilles,EUX07: Valley of the Sponges,17.464,-62.9825,12.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,ANT
1852,564,Americas,Southern Tropical America,Colombia,Chengue Bay,11.3333,-74.1333,10.0,1990s,1,1,Coral Listserver,COL
1479,6024,Americas,Northern Caribbean,Cayman Islands,Little Cayman: Rock Bottom Wall (LC13),19.70095,-80.05701,6.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,CYM
2155,584,Americas,U.S. Caribbean,Florida (USA),"Grecian rocks, Florida",25.1175,-80.3159,5.0,1990s,2,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,USA_FLO
362,5967,Americas,Mesoamerica,Belize,Mexico Rocks,17.94,-87.94,5.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,BLZ
274,6487,Americas,Eastern Caribbean,Netherlands Antilles,SXM01: Mike's Maze,17.99567,-63.06,11.0,1990s,2,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,ANT
4464,587,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,North West Cape Ningaloo Reef,-22.0333,113.9167,5.0,1990s,1,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
266,6491,Americas,Eastern Caribbean,Netherlands Antilles,SAB03: Tent Reef,17.61633,-63.2585,12.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,ANT
3059,578,Australia,Australia and Papua New Guinea,Australia,Mid and Outer shelf reefs nr Cairns,-17.0,146.0,2.0,1990s,0,0,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS
1472,6022,Americas,Northern Caribbean,Cayman Islands,Little Cayman: Main Channel-East Side (LC11),19.65687,-80.0728,6.0,1990s,-1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,CYM
264,6490,Americas,Eastern Caribbean,Netherlands Antilles,SAB01: Core Gut,17.63083,-63.215,12.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,ANT
3981,574,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Kelso Reef, GBR",-19.3876,146.7176,3.0,1990s,1,1,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
1474,6016,Americas,Northern Caribbean,Cayman Islands,Little Cayman: Mixing Bowl-Three Fathom Wall (LC5),19.68493,-80.07833,6.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,CYM
260,6501,Americas,Eastern Caribbean,Netherlands Antilles,EUX09: Mushroom Gardens,17.4625,-62.97766,12.0,1990s,1,1,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,ANT
